DATA_HI,PERÍODE_HI,NO_HI,NO2_HI,PM10_HI,TMP_HI,O3_HI
28/01/2020,20,4.2,21,,12.7,25
28/01/2020,21,2.4,13,,11.9,25
28/01/2020,22,1.7,13,,11.3,17
28/01/2020,23,2.7,9,,12.2,31
28/01/2020,24,1,3,,12.6,40
29/01/2020,1,3.3,9,,12.4,32
29/01/2020,2,1,3,,11,21
29/01/2020,3,3.3,3,,10.5,19
29/01/2020,4,2.7,6,,12.2,34
29/01/2020,5,1,3,,12.8,35
29/01/2020,6,1,4,,13.6,38
29/01/2020,7,21.3,27,,13.7,17
29/01/2020,8,49.5,31,,13.3,7
29/01/2020,9,20,17,,14.4,16
29/01/2020,10,7.9,14,,15.5,31
29/01/2020,11,3.7,11,,16.5,40
29/01/2020,12,3.1,9,,16.2,46
29/01/2020,13,2.7,8,,16.5,47
29/01/2020,14,2.3,6,,16.8,49
29/01/2020,15,2.7,7,,17.2,50
29/01/2020,16,1.6,8,,16.7,50
29/01/2020,17,2.3,16,,15.6,44
29/01/2020,18,6.1,34,,14.5,17
29/01/2020,19,6.3,23,,12.8,10
29/01/2020,20,4.3,19,,12.4,18
29/01/2020,21,1.8,7,,12.3,27
29/01/2020,22,2.5,9,,11.4,13
29/01/2020,23,1.7,4,,11.7,21
29/01/2020,24,1,2,,11.5,25
30/01/2020,1,1,2,,11,21
30/01/2020,2,1,2,,10.6,15
30/01/2020,3,1,2,,9.6,8
30/01/2020,4,1,2,,10.5,20
30/01/2020,5,1,6,,10.4,17
30/01/2020,6,6.4,10,,11.2,20
30/01/2020,7,22.1,23,,10.7,7
30/01/2020,8,38,37,,12.3,11
30/01/2020,9,13.8,23,,13.4,16
30/01/2020,10,5,14,,14.3,31
30/01/2020,11,5.1,17,,14.6,33
30/01/2020,12,4.3,11,,15.3,38
30/01/2020,13,3.2,9,,16.1,43
30/01/2020,14,2.2,8,,16.3,50
30/01/2020,15,2.8,11,,16.3,48
30/01/2020,16,2.9,12,,16.5,47
30/01/2020,17,2.6,18,,15.7,38
30/01/2020,18,7.7,28,,14.6,19
30/01/2020,19,5.8,19,,13.1,11
30/01/2020,20,6.6,13,,12.1,8
30/01/2020,21,2.3,9,,12,11
30/01/2020,22,2,8,,11.7,12
30/01/2020,23,1.6,10,,11.9,19
30/01/2020,24,1,3,,11.3,26
31/01/2020,1,1,2,,10.6,16
31/01/2020,2,1,2,,11,17
31/01/2020,3,1.9,3,,10.5,11
31/01/2020,4,1.3,3,,10.7,17
31/01/2020,5,1.8,3,,10.1,11
31/01/2020,6,9.1,5,,9.3,6
31/01/2020,7,60.6,22,19,9.6,2
31/01/2020,8,96.3,30,20,10.8,2
31/01/2020,9,101.4,31,19,13.2,3
31/01/2020,10,9.8,17,18,15.6,31
31/01/2020,11,3.1,9,19,15.7,42
31/01/2020,12,1.6,6,27,15.5,47
31/01/2020,13,2.3,7,14,16.3,48
31/01/2020,14,1.8,6,17,16.3,52
31/01/2020,15,1.8,5,20,16.2,55
31/01/2020,16,3.2,8,19,15.2,47
31/01/2020,17,6.9,12,18,14.3,40
31/01/2020,18,5.5,13,17,13.4,30
31/01/2020,19,4.1,13,25,12.1,14
31/01/2020,20,3.7,9,17,11.4,13
31/01/2020,21,4.3,13,20,11.1,6
31/01/2020,22,3.1,9,23,9.9,5
31/01/2020,23,2,7,25,9.5,7
31/01/2020,24,1.6,7,14,9.1,6
01/02/2020,1,1.9,4,12,8.7,7
01/02/2020,2,1.3,3,16,8.6,8
01/02/2020,3,1,3,21,8.1,8
01/02/2020,4,2,4,21,8.1,10
01/02/2020,5,1.6,4,,8,9
01/02/2020,6,,,,8.5,6
01/02/2020,7,15.7,14,,9.2,12
01/02/2020,8,28,18,16,11.5,17
01/02/2020,9,4.7,7,13,13.3,28
01/02/2020,10,4.3,9,26,14.9,38
01/02/2020,11,2.2,7,13,15.7,44
01/02/2020,12,2.9,8,13,16.1,44
01/02/2020,13,2.3,7,13,16.3,46
01/02/2020,14,1.6,5,18,16.6,50
01/02/2020,15,1.3,4,24,16.1,51
01/02/2020,16,1,4,22,15.9,50
01/02/2020,17,1.6,5,18,15.8,45
01/02/2020,18,3.2,12,19,14.2,23
01/02/2020,19,4.2,12,20,12.6,8
01/02/2020,20,3.6,10,17,11.7,6
01/02/2020,21,5.5,10,20,11.5,8
01/02/2020,22,4,12,29,11.1,9
01/02/2020,23,2.9,11,10,10.8,9
01/02/2020,24,2.9,9,15,10.3,9
02/02/2020,1,1.6,4,20,9.6,8
02/02/2020,2,1,5,18,9.5,9
02/02/2020,3,1,4,16,9.7,12
02/02/2020,4,12.6,9,15,10.8,19
02/02/2020,5,1,2,16,11.3,32
02/02/2020,6,1,5,17,12,40
02/02/2020,7,1,3,18,13.5,54
02/02/2020,8,1.6,7,17,14.8,48
02/02/2020,9,1.6,7,27,16,51
02/02/2020,10,1.9,7,19,17.3,53
02/02/2020,11,1.3,6,21,17.7,58
02/02/2020,12,1,5,26,18.2,60
02/02/2020,13,1.3,6,12,18.5,59
02/02/2020,14,1.3,5,16,18.6,60
02/02/2020,15,1,5,21,18.3,58
02/02/2020,16,1,5,21,17.5,57
02/02/2020,17,1,6,18,16.5,49
02/02/2020,18,1.8,9,20,15.4,44
02/02/2020,19,1.9,10,28,15,41
02/02/2020,20,1,7,22,14.8,45
02/02/2020,21,1.3,9,19,14.2,32
02/02/2020,22,1.3,9,19,12.6,17
02/02/2020,23,1.3,5,21,11.8,15
02/02/2020,24,1.3,4,18,11.8,16
03/02/2020,1,1,4,28,11.7,17
03/02/2020,2,1,2,24,11.3,17
03/02/2020,3,1,3,21,11.4,19
03/02/2020,4,1,2,13,11.1,20
03/02/2020,5,2,5,12,10.5,11
03/02/2020,6,7.2,11,14,10.1,7
03/02/2020,7,31.6,17,14,10.1,4
03/02/2020,8,41,22,25,11.7,5
03/02/2020,9,31.9,31,18,15.6,10
03/02/2020,10,4.9,14,17,17.1,38
03/02/2020,11,3,9,17,18.3,45
03/02/2020,12,1.9,6,18,18.9,51
03/02/2020,13,3.8,7,19,19.3,50
03/02/2020,14,1,4,19,19.2,54
03/02/2020,15,1.3,6,19,18.6,54
03/02/2020,16,2.5,9,18,18.5,55
03/02/2020,17,2.8,14,16,17.1,64
03/02/2020,18,7.5,29,16,16,
03/02/2020,19,6.4,26,27,13.6,
03/02/2020,20,4.4,19,22,12.3,
03/02/2020,21,3.6,12,22,11.5,
03/02/2020,22,3.1,10,19,11,
03/02/2020,23,2.1,6,17,12.9,
03/02/2020,24,1,2,19,11,
04/02/2020,1,1,2,17,10.4,
04/02/2020,2,1,2,15,11.2,
04/02/2020,3,3.1,5,15,10.9,
04/02/2020,4,1.8,5,13,11.2,
04/02/2020,5,2.6,3,11,11.7,
04/02/2020,6,3.9,7,15,10.7,
04/02/2020,7,48.5,27,14,11.4,
04/02/2020,8,60.3,40,11,13.1,
04/02/2020,9,15.9,20,16,16.3,
04/02/2020,10,3.4,13,21,17.6,
04/02/2020,11,1.9,7,18,18.1,45
04/02/2020,12,2.2,7,16,17.1,48
04/02/2020,13,1.3,6,18,17.4,53
04/02/2020,14,1,3,20,17,54
04/02/2020,15,1.3,4,19,15.6,57
04/02/2020,16,1.8,4,22,13.6,62
04/02/2020,17,1.3,3,23,13.1,64
04/02/2020,18,1.3,3,20,12.9,66
04/02/2020,19,1,2,20,12.7,70
04/02/2020,20,1,2,18,12.6,74
04/02/2020,21,1,2,17,12.4,74
04/02/2020,22,1,2,17,12.5,77
04/02/2020,23,1,2,15,12.3,78
04/02/2020,24,1,2,18,11.9,77
05/02/2020,1,1,2,18,11.6,77
05/02/2020,2,1,2,17,11.4,77
05/02/2020,3,1,2,20,11.3,77
05/02/2020,4,1,2,16,10.9,76
05/02/2020,5,1,2,15,10.9,76
05/02/2020,6,1.3,2,15,11,75
05/02/2020,7,1.6,2,,10.7,72
05/02/2020,8,2,3,,10.7,70
05/02/2020,9,1.4,2,,11.4,71
05/02/2020,10,2,3,,12,70
05/02/2020,11,6.4,9,,12.4,64
05/02/2020,12,3.4,6,,12.6,66
05/02/2020,13,1.8,4,,12.6,68
05/02/2020,14,1.8,3,,12.6,70
05/02/2020,15,1.8,4,,12.7,72
05/02/2020,16,1.6,3,,13,73
05/02/2020,17,1.3,3,,12.5,74
05/02/2020,18,1.9,6,,11.8,70
05/02/2020,19,7.2,8,,11.6,66
05/02/2020,20,1.3,4,,11.1,68
05/02/2020,21,1,2,,11.3,70
05/02/2020,22,1,3,,11.5,68
05/02/2020,23,1,2,,11.7,68
05/02/2020,24,1,2,,11.8,67
06/02/2020,1,1,2,,11.3,64
06/02/2020,2,1.3,2,,10.7,61
06/02/2020,3,1.5,3,,10.2,55
06/02/2020,4,3.2,9,,9.1,39
06/02/2020,5,1,3,,7.9,40
06/02/2020,6,5.5,10,,6.8,26
06/02/2020,7,46.8,28,,6.6,19
06/02/2020,8,28.9,32,,7.7,16
06/02/2020,9,14.6,23,,12.5,29
06/02/2020,10,4,9,,13.3,
06/02/2020,11,2.8,7,,14.4,
06/02/2020,12,2.1,5,,14,62
06/02/2020,13,3.9,9,,14.4,62
06/02/2020,14,2.2,5,,14.5,67
06/02/2020,15,2.7,7,,14.1,68
06/02/2020,16,3,8,,13.4,67
06/02/2020,17,16.3,25,,13,52
06/02/2020,18,5.3,19,,11.3,43
06/02/2020,19,3.2,26,,9.6,30
06/02/2020,20,1.5,11,,8.8,44
06/02/2020,21,1,7,,8.2,44
06/02/2020,22,169.2,92,,8.5,23
06/02/2020,23,31.8,24,,8.5,43
06/02/2020,24,1,2,,7.9,51
07/02/2020,1,1,2,,7.4,47
07/02/2020,2,1,2,,7.2,46
07/02/2020,3,1,2,,7.1,46
07/02/2020,4,56.5,41,,7,34
07/02/2020,5,10.1,12,,6.6,40
07/02/2020,6,3.4,12,,6.7,39
07/02/2020,7,16.5,32,,7,31
07/02/2020,8,24.4,33,,7.9,26
07/02/2020,9,17.4,29,,11.3,35
07/02/2020,10,3.7,14,,13.2,63
07/02/2020,11,2.9,11,,14,67
07/02/2020,12,3.6,11,,14.6,70
07/02/2020,13,2.6,9,,15.1,71
07/02/2020,14,1.8,5,,14.9,76
07/02/2020,15,1.3,5,,14.6,74
07/02/2020,16,1.4,8,,14.2,70
07/02/2020,17,4.5,16,,13,52
07/02/2020,18,4.8,14,,11.3,46
07/02/2020,19,2.2,11,,10.2,36
07/02/2020,20,1,8,,9.7,40
07/02/2020,21,1,5,,9.9,40
07/02/2020,22,2,4,,10.3,44
07/02/2020,23,1,2,,10.4,47
07/02/2020,24,1,2,,10.8,48
08/02/2020,1,1,2,,10.3,40
08/02/2020,2,1,3,,10.3,37
08/02/2020,3,3.8,3,,10.5,40
08/02/2020,4,2,4,,10.4,33
08/02/2020,5,1.7,2,,9.2,28
08/02/2020,6,4,4,,8.3,22
08/02/2020,7,11.6,9,,7.7,19
08/02/2020,8,18.1,13,,7.9,13
08/02/2020,9,11.1,17,,11.8,19
08/02/2020,10,2.1,10,,13.6,61
08/02/2020,11,1,6,,13.9,69
08/02/2020,12,1,5,,14.3,72
08/02/2020,13,1,6,,14.5,75
08/02/2020,14,1,5,,14.5,76
08/02/2020,15,1,4,,14.4,80
08/02/2020,16,1,3,,14.1,79
08/02/2020,17,1,2,,13.6,77
08/02/2020,18,1,2,,12.9,76
08/02/2020,19,1.5,7,,12.6,58
08/02/2020,20,1.8,10,,11.5,35
08/02/2020,21,3.3,13,,10.7,27
08/02/2020,22,1,11,,10.4,24
08/02/2020,23,1.3,10,,11,29
08/02/2020,24,1,7,,11.3,27
09/02/2020,1,1,4,,11.3,35
09/02/2020,2,1,3,,11.3,31
09/02/2020,3,1,4,,11.2,22
09/02/2020,4,1,3,,10.9,19
09/02/2020,5,1,5,,9.8,14
09/02/2020,6,1.4,2,,9.2,23
09/02/2020,7,2.9,9,,8.4,20
09/02/2020,8,6.5,11,,8.9,15
09/02/2020,9,7,14,,12.6,24
09/02/2020,10,1.3,6,,14,65
09/02/2020,11,1,4,,14.3,69
09/02/2020,12,1,5,,14.5,73
09/02/2020,13,1,5,,15.2,73
09/02/2020,14,1,4,,15.3,75
09/02/2020,15,1,4,,15.4,76
09/02/2020,16,1,3,,15.3,76
09/02/2020,17,1,2,,14.6,74
09/02/2020,18,1,2,,13.9,69
09/02/2020,19,1,2,,14,74
09/02/2020,20,1,2,,13.8,71
09/02/2020,21,1,2,,13.3,67
09/02/2020,22,1,2,,13.4,69
09/02/2020,23,1,2,,13.4,71
09/02/2020,24,1,2,,13.2,70
10/02/2020,1,1,3,,13.1,69
10/02/2020,2,1,2,,12.8,67
10/02/2020,3,1,2,,13,68
10/02/2020,4,1,2,,13.1,68
10/02/2020,5,1,2,,13.2,68
10/02/2020,6,1,7,,13.2,62
10/02/2020,7,2.1,15,,13.1,51
10/02/2020,8,4.1,20,,13.6,46
10/02/2020,9,3.5,14,,14.5,
10/02/2020,10,,,,14.6,
10/02/2020,11,2.8,10,,15.4,54
10/02/2020,12,2.5,8,,16.2,60
10/02/2020,13,1.5,7,,16.8,65
10/02/2020,14,1,7,31,17,69
10/02/2020,15,2.3,10,24,17.5,70
10/02/2020,16,1.6,9,26,17.2,70
10/02/2020,17,1.9,11,27,16.6,63
10/02/2020,18,1.3,15,44,15.3,53
10/02/2020,19,1,14,61,14.7,55
10/02/2020,20,1,6,39,14.4,65
10/02/2020,21,1,5,20,14.4,68
10/02/2020,22,1,5,30,13.9,63
10/02/2020,23,1,4,26,13.2,51
10/02/2020,24,1,3,30,12.8,53
11/02/2020,1,1,4,29,12,37
11/02/2020,2,1,2,19,11.4,34
11/02/2020,3,1,4,26,12.2,44
11/02/2020,4,1,3,31,11.9,38
11/02/2020,5,1.4,5,17,10.5,22
11/02/2020,6,2.8,13,17,12.2,37
11/02/2020,7,26.9,40,33,13.4,20
11/02/2020,8,47.8,45,38,12.9,6
11/02/2020,9,48.4,33,,14.4,17
11/02/2020,10,4,13,,16.7,35
11/02/2020,11,3.4,9,12,18.4,48
11/02/2020,12,2.1,6,13,18.5,55
11/02/2020,13,3.2,7,11,17.6,59
11/02/2020,14,2.7,7,8,17.3,59
11/02/2020,15,2.7,7,23,17.8,60
11/02/2020,16,2.8,10,8,18,59
11/02/2020,17,2.5,13,22,15.9,58
11/02/2020,18,1.6,8,36,14.6,60
11/02/2020,19,1,5,27,13.8,54
11/02/2020,20,1.3,5,30,13.4,50
11/02/2020,21,1,3,17,13.2,52
11/02/2020,22,1,2,13,12.8,50
11/02/2020,23,1,2,10,12.3,47
11/02/2020,24,1,2,8,12.5,52
12/02/2020,1,1,2,9,12.7,55
12/02/2020,2,1,2,16,12.7,56
12/02/2020,3,1.9,2,13,12.7,52
12/02/2020,4,1.3,2,17,13,54
12/02/2020,5,1,2,15,13.2,56
12/02/2020,6,1.4,4,21,12.9,49
12/02/2020,7,48.3,23,17,12.6,31
12/02/2020,8,11.7,16,18,12.7,29
12/02/2020,9,5.8,9,20,13.8,44
12/02/2020,10,7.8,13,22,13,52
12/02/2020,11,2.3,4,6,13.1,61
12/02/2020,12,3.4,6,8,14.4,61
12/02/2020,13,3.2,7,18,15,61
12/02/2020,14,2,6,16,14.6,62
12/02/2020,15,2.7,6,12,14.2,63
12/02/2020,16,1.8,3,3,13.6,65
12/02/2020,17,2,4,6,13.1,67
12/02/2020,18,2.8,7,12,12.6,64
12/02/2020,19,1.9,6,18,11.8,56
12/02/2020,20,1.9,7,6,11.5,50
12/02/2020,21,1,5,3,11.1,47
12/02/2020,22,1,2,3,11.2,54
12/02/2020,23,1,2,21,11.4,58
12/02/2020,24,1,2,3,11.7,62
13/02/2020,1,1,2,3,11.8,52
13/02/2020,2,1,2,3,12.2,59
13/02/2020,3,1.8,4,3,12.5,56
13/02/2020,4,1,2,8,12.3,50
13/02/2020,5,1,2,11,12.5,52
13/02/2020,6,16.4,35,13,12.3,24
13/02/2020,7,51.6,47,17,12,15
13/02/2020,8,16.5,40,42,12.6,36
13/02/2020,9,16.3,31,24,13.8,
13/02/2020,10,2.8,10,20,14.8,
13/02/2020,11,3.1,12,18,14.9,
13/02/2020,12,2.7,10,14,15,
13/02/2020,13,1.3,6,14,15.8,
13/02/2020,14,1,6,18,16.1,
13/02/2020,15,1.3,8,19,16.1,
13/02/2020,16,2.1,8,15,15.5,
13/02/2020,17,2.2,11,12,15.1,
13/02/2020,18,1,16,20,14.4,
13/02/2020,19,2.7,21,29,13.7,
13/02/2020,20,1.4,11,30,12.7,
13/02/2020,21,2,13,18,11.6,
13/02/2020,22,1.3,11,21,10.9,
13/02/2020,23,1.9,10,6,11.3,
13/02/2020,24,1,6,19,11.2,
14/02/2020,1,1,2,17,11.1,
14/02/2020,2,1,2,10,9.9,
14/02/2020,3,2.4,3,11,9.2,
14/02/2020,4,1.8,3,7,9.8,
14/02/2020,5,1.4,3,3,9.9,
14/02/2020,6,3.8,7,6,9.6,
14/02/2020,7,26.9,19,10,9.5,
14/02/2020,8,33,24,8,10.6,
14/02/2020,9,27,29,30,13.4,
14/02/2020,10,4.7,11,22,14.9,
14/02/2020,11,3.6,8,22,15.8,
14/02/2020,12,4,10,19,17,
14/02/2020,13,2.7,9,21,17.3,
14/02/2020,14,1.7,7,21,17.2,
14/02/2020,15,1.3,6,10,16.7,
14/02/2020,16,1.5,6,24,15.8,
14/02/2020,17,3.5,9,33,14.8,
14/02/2020,18,2.4,10,34,14.3,
14/02/2020,19,2,7,28,13.8,
14/02/2020,20,1.6,7,35,13.8,
14/02/2020,21,1,5,28,13.4,
14/02/2020,22,1,5,21,12.6,
14/02/2020,23,1,3,31,12.6,
14/02/2020,24,1,2,25,12.9,
15/02/2020,1,1,2,21,13,
07/08/2020,1,,,,,
15/02/2020,2,1,2,6,12.7,
15/02/2020,3,1,2,9,11.8,
15/02/2020,4,1,2,9,11.5,
15/02/2020,5,1,2,16,12.2,
15/02/2020,6,10.9,16,9,12.4,
15/02/2020,7,1.5,9,17,12.3,
15/02/2020,8,4,15,21,12.6,
15/02/2020,9,3,11,25,14,
15/02/2020,10,1,5,21,14.5,
15/02/2020,11,2.1,5,15,14.9,
15/02/2020,12,1,5,24,14.9,
15/02/2020,13,1.3,5,18,15.2,
15/02/2020,14,1,3,8,15.2,
15/02/2020,15,1.3,6,7,15.3,
15/02/2020,16,1.4,6,9,14.7,
15/02/2020,17,1,2,10,13.9,
15/02/2020,18,1,3,12,13.5,
15/02/2020,19,1,2,9,13.2,
15/02/2020,20,1,2,18,13.3,
15/02/2020,21,1,2,3,13.3,
15/02/2020,22,1,2,8,13.4,
15/02/2020,23,1,2,12,13.3,
15/02/2020,24,1,2,12,13.2,
16/02/2020,1,1,2,11,13,
16/02/2020,2,1,2,6,12.8,
16/02/2020,3,1,2,3,12.6,
16/02/2020,4,1.3,2,3,12.5,
16/02/2020,5,1,2,3,12.6,
16/02/2020,6,1,2,3,12.5,
16/02/2020,7,1,2,3,12.6,
16/02/2020,8,1,2,3,13,
16/02/2020,9,1,2,3,13.4,
16/02/2020,10,1,2,3,13.9,
16/02/2020,11,1,2,3,14.2,
16/02/2020,12,1,2,7,14.5,
16/02/2020,13,1,4,3,15.1,
16/02/2020,14,1,5,3,15.2,
16/02/2020,15,1,3,3,15.1,
16/02/2020,16,1,5,3,15,
16/02/2020,17,1,3,3,14.6,
16/02/2020,18,1,2,3,13.9,
16/02/2020,19,1,2,3,13.8,
16/02/2020,20,1,2,3,13.8,
16/02/2020,21,1,2,7,14,
16/02/2020,22,1,2,8,13.9,
16/02/2020,23,1,2,8,13.7,
16/02/2020,24,1,2,8,13.7,
17/02/2020,1,1,2,9,13.6,
17/02/2020,2,1,2,9,13.5,
17/02/2020,3,1,2,8,13.5,
17/02/2020,4,1,2,3,13.2,
17/02/2020,5,1,2,9,13.1,
17/02/2020,6,2.8,10,13,13.2,
17/02/2020,7,1,9,11,13.2,
17/02/2020,8,1.5,11,12,13.2,
17/02/2020,9,1.9,10,10,13.4,
17/02/2020,10,1.8,9,10,13.5,
07/08/2020,2,,,,,
17/02/2020,11,1,8,11,13.6,
17/02/2020,12,2.1,8,10,13.9,
17/02/2020,13,1.3,8,11,14.4,
17/02/2020,14,1,3,8,14.5,
17/02/2020,15,1,6,3,14.9,
17/02/2020,16,1.3,7,10,15.1,
17/02/2020,17,1.8,9,17,15.3,
17/02/2020,18,5,20,28,14.9,
17/02/2020,19,2.5,7,20,14.3,
17/02/2020,20,1.3,3,23,14,
17/02/2020,21,1,2,17,13.6,
17/02/2020,22,1,2,26,13.7,
17/02/2020,23,1,2,23,13.4,
17/02/2020,24,1,2,7,12.9,
18/02/2020,1,1,2,6,12.5,
18/02/2020,2,1,2,3,12.5,
18/02/2020,3,1,2,3,12.6,
18/02/2020,4,1,2,7,12.7,
18/02/2020,5,1,2,9,12.5,
18/02/2020,6,1,2,7,12.3,
18/02/2020,7,2.9,6,3,12.4,
18/02/2020,8,7.5,9,3,12.4,
18/02/2020,9,3.5,14,10,12.5,
18/02/2020,10,1.9,5,12,13.1,
18/02/2020,11,1.4,2,6,13.3,
18/02/2020,12,2,5,3,13,67
18/02/2020,13,1.8,4,10,13,68
18/02/2020,14,1.3,3,9,13.3,69
18/02/2020,15,5.3,8,8,13.1,65
18/02/2020,16,2.7,6,17,12.9,69
18/02/2020,17,3.2,7,12,12.5,65
18/02/2020,18,4.4,14,9,12.2,55
18/02/2020,19,5.1,14,19,11.2,35
18/02/2020,20,1.8,7,3,11.1,39
18/02/2020,21,1,6,7,10.9,40
18/02/2020,22,1,4,11,10.5,46
18/02/2020,23,1,2,11,10.1,54
18/02/2020,24,1,2,8,9.8,58
19/02/2020,1,1,2,3,9.1,49
19/02/2020,2,1,2,3,8.4,40
19/02/2020,3,1,2,3,7.8,32
19/02/2020,4,1,3,3,8.6,27
19/02/2020,5,1.4,4,3,9.8,26
19/02/2020,6,14.4,22,3,10.4,15
19/02/2020,7,,,3,10.4,
19/02/2020,8,,,21,10.3,
19/02/2020,9,,,23,12,
19/02/2020,10,15.1,23,10,13,51
19/02/2020,11,3,7,7,13.2,61
19/02/2020,12,2.6,6,7,13.1,60
19/02/2020,13,1.7,6,9,13.7,63
19/02/2020,14,2.6,6,10,14.4,65
19/02/2020,15,2.3,6,10,14.9,64
19/02/2020,16,1.7,6,13,14.7,67
19/02/2020,17,1.7,8,9,13.5,67
19/02/2020,18,1,13,35,12.3,61
19/02/2020,19,1.8,15,8,11.6,53
07/08/2020,3,,,,,
19/02/2020,20,1.5,12,23,10.9,45
19/02/2020,21,1,2,3,11.8,75
19/02/2020,22,1,2,3,11.4,75
19/02/2020,23,1,2,3,10.9,75
19/02/2020,24,1,2,3,11,74
20/02/2020,1,1,2,3,10.9,72
20/02/2020,2,1,2,3,10.7,67
20/02/2020,3,1.6,2,3,10.1,63
20/02/2020,4,1,2,3,9,53
20/02/2020,5,1.5,3,3,8.3,47
20/02/2020,6,9.9,14,3,8.3,36
20/02/2020,7,128.4,62,3,8,13
20/02/2020,8,105.9,63,22,9.8,5
20/02/2020,9,12.2,22,11,13.5,43
20/02/2020,10,1.6,9,11,14,68
20/02/2020,11,1.8,8,10,14.4,72
20/02/2020,12,1.6,8,3,14.5,74
20/02/2020,13,1.3,7,3,14.7,75
20/02/2020,14,1,5,3,15,79
20/02/2020,15,1.3,5,6,15,78
20/02/2020,16,1.7,5,3,14.9,76
20/02/2020,17,2.6,8,3,14.5,73
20/02/2020,18,6.8,23,8,13.3,47
20/02/2020,19,15.8,37,33,11.5,16
20/02/2020,20,4.6,17,25,9.6,19
20/02/2020,21,2,11,19,8.6,27
20/02/2020,22,1.3,3,20,8,33
20/02/2020,23,1,2,3,7.7,31
20/02/2020,24,1,2,3,7.1,24
21/02/2020,1,1,2,6,6.9,22
21/02/2020,2,1,2,,8.4,26
21/02/2020,3,1,2,,8.6,21
21/02/2020,4,1,2,,7.9,26
21/02/2020,5,1.6,3,,8,33
21/02/2020,6,4.3,8,,8.6,36
21/02/2020,7,13.7,18,,9.1,30
21/02/2020,8,101.1,57,11,10.9,5
21/02/2020,9,8.2,21,29,13.2,52
21/02/2020,10,2.3,10,10,14.5,65
21/02/2020,11,2.5,7,13,15,70
21/02/2020,12,3.4,7,,15.1,70
21/02/2020,13,,,,15.2,64
21/02/2020,14,,,,15.1,75
21/02/2020,15,2.7,6,12,15,77
21/02/2020,16,2.4,5,3,14.6,78
21/02/2020,17,3.1,9,3,14,76
21/02/2020,18,1.4,11,9,13.6,74
21/02/2020,19,1.5,9,32,12.5,72
21/02/2020,20,1,5,22,11.7,67
21/02/2020,21,1,2,19,11.7,74
21/02/2020,22,1,2,11,11.8,75
21/02/2020,23,1,2,8,11.9,76
21/02/2020,24,1,2,6,11.8,74
22/02/2020,1,1,2,9,11.9,75
22/02/2020,2,1,2,12,12,77
22/02/2020,3,1,2,9,12,77
22/02/2020,4,1.3,3,8,11.7,70
22/02/2020,5,1,2,7,11.8,73
22/02/2020,6,15.3,22,7,11,44
22/02/2020,7,8.3,16,3,12.1,56
22/02/2020,8,23.1,27,3,13.1,38
22/02/2020,9,1.4,5,6,14.2,69
22/02/2020,10,1,2,3,14.7,75
22/02/2020,11,1,4,7,15.3,76
22/02/2020,12,1.3,4,6,15.8,78
22/02/2020,13,1,3,3,16,79
22/02/2020,14,1,2,3,16.1,77
22/02/2020,15,1,3,3,15.7,80
22/02/2020,16,1.3,2,3,14.9,83
22/02/2020,17,1.3,3,3,14.3,85
22/02/2020,18,1.3,4,8,13,72
22/02/2020,19,1.5,5,9,12,62
22/02/2020,20,1.3,4,3,11.4,49
22/02/2020,21,3.6,13,3,10.4,31
22/02/2020,22,1,11,3,9.6,24
22/02/2020,23,1.5,9,3,8.6,18
22/02/2020,24,1.6,3,3,7.9,18
23/02/2020,1,1,3,3,8,27
23/02/2020,2,1,5,3,7.6,23
23/02/2020,3,1,3,3,7.4,24
23/02/2020,4,1,2,3,9,40
23/02/2020,5,1,2,3,10.1,44
23/02/2020,6,1,2,3,10.4,44
23/02/2020,7,1.9,6,3,11.8,58
23/02/2020,8,1.4,5,3,12.5,57
23/02/2020,9,1,2,11,13.8,70
23/02/2020,10,1,2,11,14.5,78
23/02/2020,11,1,4,9,15.3,76
23/02/2020,12,1,5,10,15.5,77
23/02/2020,13,1,5,9,15.6,78
23/02/2020,14,1,4,3,15.4,80
23/02/2020,15,1,3,6,15.7,80
23/02/2020,16,1,2,8,15.9,83
23/02/2020,17,1,3,8,15.5,84
23/02/2020,18,1,3,17,14.2,80
23/02/2020,19,1,5,14,13.1,66
23/02/2020,20,1.8,7,13,11.9,46
23/02/2020,21,1.4,6,19,11.1,33
23/02/2020,22,1,5,10,9.9,25
23/02/2020,23,1,2,8,9.2,23
23/02/2020,24,1,2,6,8.6,18
24/02/2020,1,1,2,,8.3,17
24/02/2020,2,1,2,,8.2,20
24/02/2020,3,5.2,4,,8.8,26
24/02/2020,4,1.8,3,,7.8,18
24/02/2020,5,1.7,3,,7,15
24/02/2020,6,8.7,11,,6.8,12
24/02/2020,7,35.6,22,,6.6,5
24/02/2020,8,58.9,35,,10.6,5
24/02/2020,9,28.5,45,,14,21
24/02/2020,10,4.2,17,,15.1,55
24/02/2020,11,4,18,,16.2,61
24/02/2020,12,2.3,11,,17.4,74
24/02/2020,13,2.3,10,,18,76
24/02/2020,14,1,9,,18.1,81
07/08/2020,4,,,,,
24/02/2020,15,2,12,,17.3,83
24/02/2020,16,1.5,11,,17.4,82
24/02/2020,17,1,7,,16.9,79
24/02/2020,18,1.5,11,,15.3,64
24/02/2020,19,2.3,11,,13.8,59
24/02/2020,20,1,6,,13.2,59
24/02/2020,21,1,6,,13,52
24/02/2020,22,1,6,,12.3,60
24/02/2020,23,3.3,8,,11.1,47
