DATA_HI,PERÍODE_HI,NO_HI,NO2_HI,PM10_HI,TMP_HI,O3_HI
05/07/2020,4,1,2,25,21.7,62
05/07/2020,5,1,2,19,21.7,62
05/07/2020,6,1,2,17,22.6,61
05/07/2020,7,1,2,22,23.4,61
05/07/2020,8,1,2,22,24,63
05/07/2020,9,1,2,33,25,62
05/07/2020,10,1,2,17,25,63
05/07/2020,11,1,2,16,25.7,65
05/07/2020,12,1,2,18,25.8,65
05/07/2020,13,1,2,20,26.2,67
05/07/2020,14,1,2,29,26.7,70
05/07/2020,15,1,3,17,27,67
05/07/2020,16,1,2,15,26.8,73
05/07/2020,17,1.3,2,17,26.2,65
05/07/2020,18,1,2,16,25.2,74
05/07/2020,19,1,2,11,24,65
05/07/2020,20,1,2,16,23.4,65
05/07/2020,21,1,2,23,23.2,70
05/07/2020,22,1,2,23,23.2,72
05/07/2020,23,1,2,24,23.1,67
05/07/2020,24,1,2,23,22.9,75
06/07/2020,1,1,2,20,22.9,78
06/07/2020,2,1,2,16,22.8,73
06/07/2020,3,1,2,14,22.8,75
06/07/2020,4,1,2,19,22.7,74
06/07/2020,5,1,3,18,22.8,68
06/07/2020,6,1.9,4,13,23.7,66
06/07/2020,7,3.2,5,,24.7,65
06/07/2020,8,6.9,12,,25.6,63
06/07/2020,9,23.7,36,8,26.4,51
06/07/2020,10,16.5,33,16,26.4,58
06/07/2020,11,22.9,32,16,26.5,52
06/07/2020,12,3,12,12,26.5,68
06/07/2020,13,2.4,7,10,27,73
06/07/2020,14,1.8,5,11,26.9,75
06/07/2020,15,2.6,6,15,26.3,76
06/07/2020,16,1.3,4,18,25.9,78
06/07/2020,17,2.2,5,20,25.4,72
06/07/2020,18,1.4,2,15,24.7,67
06/07/2020,19,1.3,3,18,23.6,63
06/07/2020,20,1.3,2,26,23.1,59
06/07/2020,21,1,2,32,23,49
06/07/2020,22,1,2,18,22.8,43
06/07/2020,23,1,2,17,22.7,42
06/07/2020,24,1,2,20,22.9,46
07/07/2020,1,1,2,23,22.6,51
07/07/2020,2,1.3,2,15,22.2,61
07/07/2020,3,1,2,14,21.9,69
07/07/2020,4,1,2,20,21.7,73
07/07/2020,5,1,2,21,21.6,71
07/07/2020,6,4.6,5,30,22.3,66
07/07/2020,7,42.8,30,52,23.3,43
07/07/2020,8,24.8,24,39,23.9,52
07/07/2020,9,2.8,7,28,24.3,68
07/07/2020,10,2.4,4,22,24.9,73
07/07/2020,11,3,5,20,25.3,72
07/07/2020,12,2.8,6,28,26,73
07/07/2020,13,1.6,2,18,26.4,75
07/07/2020,14,1.9,2,20,26.5,78
07/07/2020,15,1.3,2,22,26.1,78
07/07/2020,16,1,3,20,25.1,78
07/07/2020,17,2.2,3,28,24.2,80
07/07/2020,18,2,2,18,23.9,81
07/07/2020,19,1.3,2,31,23.2,83
07/07/2020,20,1,2,37,22.1,82
07/07/2020,21,1.6,2,26,21.2,70
07/07/2020,22,1.6,2,29,20.8,63
07/07/2020,23,1,2,12,20.1,52
07/07/2020,24,1,2,14,19.5,42
08/07/2020,1,1.3,2,21,19.5,52
08/07/2020,2,1,2,23,18.5,40
08/07/2020,3,3.7,4,18,18,35
08/07/2020,4,1.4,2,16,18.3,36
08/07/2020,5,9.2,9,16,19.3,29
08/07/2020,6,13.3,17,19,22.1,33
08/07/2020,7,4.6,9,22,23.6,68
08/07/2020,8,3,7,27,24.3,74
08/07/2020,9,3.3,7,18,24.8,81
08/07/2020,10,2.8,7,19,25.3,86
08/07/2020,11,2.9,8,15,25.8,93
08/07/2020,12,2.2,5,11,26.1,97
08/07/2020,13,1.6,4,13,26.4,104
08/07/2020,14,2.1,5,11,26.2,104
08/07/2020,15,2.1,5,12,26,107
08/07/2020,16,1.5,3,10,26.1,107
08/07/2020,17,1.6,2,8,25.8,106
08/07/2020,18,1,3,15,25.4,114
08/07/2020,19,1,3,14,24.1,114
08/07/2020,20,1,3,16,23.3,114
08/07/2020,21,1.3,5,42,22.6,90
08/07/2020,22,1,7,27,21.8,64
08/07/2020,23,1.4,5,19,20.8,57
08/07/2020,24,1,2,17,20.7,69
09/07/2020,1,1,2,14,19.9,70
09/07/2020,2,1.5,3,13,20.1,76
09/07/2020,3,5.1,10,19,19.8,78
09/07/2020,4,1,2,23,19.2,73
09/07/2020,5,2.5,7,21,19.2,74
09/07/2020,6,5.8,40,38,21.2,49
09/07/2020,7,2.7,18,20,23.6,86
09/07/2020,8,2.7,12,22,25,95
09/07/2020,9,1.7,12,22,25.5,99
09/07/2020,10,1.9,10,18,26.9,100
09/07/2020,11,2.5,8,18,27.3,104
09/07/2020,12,2.2,8,20,28,110
09/07/2020,13,1,5,33,28.1,114
09/07/2020,14,1,4,12,27.7,110
09/07/2020,15,1,5,9,27.2,97
09/07/2020,16,1,5,9,26.3,93
09/07/2020,17,1,4,13,25.5,95
09/07/2020,18,1,2,12,25.1,98
09/07/2020,19,1,3,11,24.9,96
09/07/2020,20,1,6,13,24.1,85
09/07/2020,21,1,10,13,23.4,79
09/07/2020,22,1,3,15,22.7,80
09/07/2020,23,1,3,18,21.9,61
09/07/2020,24,1,4,18,20.8,47
10/07/2020,1,1,5,17,21,53
10/07/2020,2,1,4,12,20.9,49
10/07/2020,3,2.8,7,14,20.1,36
10/07/2020,4,1,5,17,20.6,45
10/07/2020,5,1.9,4,22,21.4,60
10/07/2020,6,5.6,11,26,22.3,67
10/07/2020,7,3.4,14,23,23.1,69
10/07/2020,8,3.4,19,21,22.9,61
10/07/2020,9,4.9,15,28,25.6,68
10/07/2020,10,2.9,8,18,27.5,81
10/07/2020,11,3,8,20,28.5,83
10/07/2020,12,2.2,7,29,26,78
10/07/2020,13,1,3,26,27.1,84
10/07/2020,14,2.7,6,21,27.5,85
10/07/2020,15,1.3,5,22,28.4,88
10/07/2020,16,1,4,20,28.7,88
10/07/2020,17,2,4,19,28.7,89
10/07/2020,18,1.3,4,16,28.2,90
10/07/2020,19,1.7,4,12,26.7,84
10/07/2020,20,1,3,19,25.9,78
10/07/2020,21,1,7,25,24.6,68
10/07/2020,22,2.7,13,26,23.5,55
10/07/2020,23,1,6,34,22.6,50
10/07/2020,24,1,6,22,21.4,38
11/07/2020,1,1,3,20,21.4,44
11/07/2020,2,1,2,15,21.4,47
11/07/2020,3,1.5,3,12,21.8,49
11/07/2020,4,1,2,16,21.8,52
11/07/2020,5,1.6,2,21,21.9,60
11/07/2020,6,1,2,18,22.9,68
11/07/2020,7,1,2,27,23.5,66
11/07/2020,8,1,2,14,23.9,64
11/07/2020,9,1.4,2,17,24.3,66
11/07/2020,10,1,2,21,24.6,63
11/07/2020,11,1,2,21,24.8,63
11/07/2020,12,1.3,2,37,25.1,69
11/07/2020,13,1,2,28,25.3,69
11/07/2020,14,1,2,24,25.3,68
11/07/2020,15,1,2,21,25.1,64
11/07/2020,16,1,2,20,24.9,67
11/07/2020,17,1,2,24,24.4,73
11/07/2020,18,1,2,21,23.6,75
11/07/2020,19,1,2,15,22.8,77
11/07/2020,20,1,2,13,22.2,76
11/07/2020,21,1,2,30,21.8,72
11/07/2020,22,1,2,16,21.5,68
11/07/2020,23,1,2,19,21.2,62
11/07/2020,24,1.4,2,20,21.1,50
12/07/2020,1,1,2,15,21,48
12/07/2020,2,1,2,18,19.7,29
12/07/2020,3,1,2,22,19.7,29
12/07/2020,4,1.4,2,16,20.1,32
12/07/2020,5,1.3,3,16,20.7,46
12/07/2020,6,1,2,21,22.8,63
12/07/2020,7,1.3,2,20,23.7,68
12/07/2020,8,1,2,18,25.1,81
12/07/2020,9,1,2,12,25.6,87
12/07/2020,10,1.3,2,3,26.1,92
12/07/2020,11,1,2,3,26.6,94
12/07/2020,12,1,2,7,26.5,96
12/07/2020,13,1,2,16,26.6,95
12/07/2020,14,1,2,16,26.5,97
12/07/2020,15,1,2,3,26.2,101
12/07/2020,16,1,2,3,25.8,103
12/07/2020,17,1,2,7,25,108
12/07/2020,18,1,2,9,25.5,110
12/07/2020,19,1,2,10,24.6,107
12/07/2020,20,1,3,8,23.5,94
12/07/2020,21,1,2,15,22.6,86
12/07/2020,22,1,2,18,22.2,78
12/07/2020,23,1,4,13,21.9,64
12/07/2020,24,1,2,13,22,81
13/07/2020,1,1,2,13,22.4,88
13/07/2020,2,1,2,15,22.3,79
13/07/2020,3,1.3,2,16,21.5,67
13/07/2020,4,1,2,16,21.9,85
13/07/2020,5,3.6,6,17,21.9,82
13/07/2020,6,15.7,20,19,22.4,78
13/07/2020,7,3.4,8,19,23.6,94
13/07/2020,8,7.8,13,29,24.1,90
13/07/2020,9,3.5,13,33,24.6,91
13/07/2020,10,4.5,11,16,24.4,91
13/07/2020,11,3.2,7,21,25.2,93
13/07/2020,12,1.7,4,19,26.1,92
13/07/2020,13,1.7,4,15,26.4,95
13/07/2020,14,2.8,8,23,26,92
13/07/2020,15,2,5,25,26.1,98
13/07/2020,16,1.8,4,23,26,96
13/07/2020,17,1.6,6,21,25.6,95
13/07/2020,18,1.8,3,19,24.8,100
13/07/2020,19,1,3,18,23.7,100
13/07/2020,20,1.4,3,17,23.1,98
13/07/2020,21,1.5,2,16,22.9,91
13/07/2020,22,1,2,19,22.3,91
13/07/2020,23,1,2,22,22,80
13/07/2020,24,1,2,19,21.2,51
14/07/2020,1,1,2,20,20.5,39
14/07/2020,2,1,2,15,19.9,28
14/07/2020,3,2,4,13,20.1,48
14/07/2020,4,1.3,2,27,19.6,37
14/07/2020,5,5,8,13,19.6,35
14/07/2020,6,33.7,38,31,21.7,24
14/07/2020,7,,,38,24.4,
14/07/2020,8,,,16,25.2,
14/07/2020,9,,,16,25.6,
14/07/2020,10,4,10,10,25.9,98
14/07/2020,11,2.4,7,14,26,105
14/07/2020,12,5.3,10,18,25.9,101
14/07/2020,13,2.2,5,15,26,107
14/07/2020,14,3.2,10,41,25.8,104
14/07/2020,15,2.8,8,32,25.6,106
14/07/2020,16,2.4,6,26,24.4,110
14/07/2020,17,1.6,3,16,24.3,116
14/07/2020,18,1,2,14,23.8,120
14/07/2020,19,1.6,2,19,23.1,120
14/07/2020,20,1.3,2,22,22.8,120
14/07/2020,21,1,2,20,22.6,115
14/07/2020,22,1,2,19,22.3,115
14/07/2020,23,1,2,19,21.7,114
14/07/2020,24,1.7,4,19,19.1,93
15/07/2020,1,1,2,,19.1,75
15/07/2020,2,1.3,6,,19.1,44
15/07/2020,3,3.9,10,,18.5,23
15/07/2020,4,2.4,13,17,17.9,15
15/07/2020,5,3.7,12,14,17.6,21
15/07/2020,6,26.7,21,28,19.3,21
15/07/2020,7,6.4,15,27,22.7,56
15/07/2020,8,,,45,24.2,
15/07/2020,9,,,21,24.7,
15/07/2020,10,3.3,11,15,25.2,101
15/07/2020,11,2.9,9,14,25.6,101
15/07/2020,12,2.8,7,14,25.9,94
15/07/2020,13,1.9,5,13,25.2,93
15/07/2020,14,2,5,20,25.5,93
15/07/2020,15,1.6,4,16,25.2,94
15/07/2020,16,2.4,5,35,25.4,92
15/07/2020,17,2.2,4,23,25.1,96
15/07/2020,18,1.3,2,20,24.4,93
15/07/2020,19,1.6,2,21,23.5,88
15/07/2020,20,1,2,22,22.4,83
15/07/2020,21,1,2,18,21.6,73
15/07/2020,22,1,2,16,21.6,66
15/07/2020,23,1,2,18,21.4,67
15/07/2020,24,1,2,22,20.8,55
16/07/2020,1,1,2,21,20.4,54
16/07/2020,2,1,2,16,20.5,56
16/07/2020,3,1.5,2,13,21.1,62
16/07/2020,4,1,2,17,21.2,65
16/07/2020,5,1.7,2,19,21.5,69
16/07/2020,6,3.6,6,17,21.7,67
16/07/2020,7,2.8,5,20,22.4,66
16/07/2020,8,4.4,6,19,22.6,65
16/07/2020,9,3.5,5,16,22.8,69
16/07/2020,10,3.1,5,19,22.9,70
16/07/2020,11,2.7,6,27,23.4,70
16/07/2020,12,2.5,3,9,22.6,73
16/07/2020,13,1.8,3,16,23,71
16/07/2020,14,1.9,2,16,24.4,72
16/07/2020,15,3,4,17,24.9,72
16/07/2020,16,2.7,5,31,24.7,69
16/07/2020,17,1.8,3,12,23.7,72
16/07/2020,18,2,3,16,23,71
16/07/2020,19,1.6,2,18,22.3,71
16/07/2020,20,1.5,2,20,21.5,64
16/07/2020,21,1.8,2,21,20.9,59
16/07/2020,22,1.3,2,21,20.4,52
16/07/2020,23,1,3,24,20.2,45
16/07/2020,24,1,4,21,19.8,37
17/07/2020,1,1,2,18,19.1,34
17/07/2020,2,1,2,22,19.3,38
17/07/2020,3,3.2,3,25,20.2,41
17/07/2020,4,1.7,4,27,20.9,36
17/07/2020,5,2.7,3,27,21.7,61
17/07/2020,6,18.4,14,19,22.3,48
17/07/2020,7,8.3,15,20,23.1,49
17/07/2020,8,3.2,7,21,23.8,57
17/07/2020,9,4.1,9,19,24.1,57
17/07/2020,10,3.1,7,18,23.8,59
17/07/2020,11,3.3,6,18,24.4,60
17/07/2020,12,3.5,7,15,24.7,63
17/07/2020,13,1.6,4,13,24.5,68
17/07/2020,14,2,3,16,24,70
17/07/2020,15,1.9,3,15,23.9,72
17/07/2020,16,2.9,6,13,24.1,72
17/07/2020,17,1.3,2,16,24,73
17/07/2020,18,1.8,2,18,23.6,74
17/07/2020,19,2.2,3,22,23.2,75
17/07/2020,20,1.8,3,19,22.4,69
17/07/2020,21,2.1,6,19,22,50
17/07/2020,22,1.3,6,27,21.7,42
17/07/2020,23,1.5,7,15,20.5,26
17/07/2020,24,1,4,27,19.9,31
18/07/2020,1,1.3,2,20,19.7,33
18/07/2020,2,3.1,4,17,19.8,33
18/07/2020,3,2.2,3,15,19.7,32
18/07/2020,4,1.3,2,19,21.8,65
18/07/2020,5,1.8,2,14,21.7,64
18/07/2020,6,2,2,13,22.3,62
18/07/2020,7,2,2,16,23.2,64
18/07/2020,8,1.3,2,15,23.8,65
18/07/2020,9,2.8,3,17,23.7,67
18/07/2020,10,2.3,3,14,24.4,69
18/07/2020,11,2.8,4,8,24.4,70
18/07/2020,12,2,4,8,24.1,73
18/07/2020,13,1,3,7,23.9,75
18/07/2020,14,1,2,8,24,75
18/07/2020,15,1,2,12,24.5,79
18/07/2020,16,1.3,2,15,24.5,79
18/07/2020,17,1,2,19,25.1,77
18/07/2020,18,1,2,18,24.8,76
18/07/2020,19,1,2,20,23.9,75
18/07/2020,20,1,2,35,23.5,70
18/07/2020,21,1,3,28,23.1,66
18/07/2020,22,1,3,23,22.6,67
18/07/2020,23,1,2,27,22.5,69
18/07/2020,24,1,3,22,22.7,63
19/07/2020,1,1.6,2,18,22.9,63
19/07/2020,2,1,2,13,23.1,66
19/07/2020,3,1.3,2,11,22.9,66
19/07/2020,4,1.5,2,13,22.7,65
19/07/2020,5,1,2,21,22.4,59
19/07/2020,6,1,2,20,23.5,58
19/07/2020,7,1,2,18,24.3,66
19/07/2020,8,1,2,21,24.7,69
19/07/2020,9,1.3,2,18,25.1,72
19/07/2020,10,1.3,2,15,26,75
19/07/2020,11,1,2,12,26.7,79
19/07/2020,12,1,3,14,27.3,74
19/07/2020,13,1.3,2,11,27.5,73
19/07/2020,14,1.5,2,12,28.3,74
19/07/2020,15,1.3,3,16,27.8,77
19/07/2020,16,1,6,13,26.8,86
19/07/2020,17,1,5,17,26.4,77
19/07/2020,18,1,5,17,25.9,75
19/07/2020,19,1.3,3,14,25.1,74
19/07/2020,20,1,3,19,24.5,69
19/07/2020,21,1,3,19,24,61
19/07/2020,22,1.3,2,18,23.6,64
19/07/2020,23,1.5,2,23,23.2,57
19/07/2020,24,1,2,16,22.5,50
20/07/2020,1,1.3,2,13,21.7,36
20/07/2020,2,2,3,14,22,52
20/07/2020,3,10.6,11,15,21.8,39
20/07/2020,4,1,2,17,21.4,44
20/07/2020,5,2.6,7,26,21.1,39
20/07/2020,6,4.7,11,25,22,32
20/07/2020,7,5.4,12,37,23.9,52
20/07/2020,8,5.5,9,18,24.8,57
20/07/2020,9,,,18,25.4,
20/07/2020,10,2.7,5,15,25.8,68
20/07/2020,11,3.6,8,16,25.9,65
20/07/2020,12,2.8,6,20,26.6,64
20/07/2020,13,1.6,2,17,27.2,67
20/07/2020,14,1,2,15,27.5,65
20/07/2020,15,1.3,2,14,27.2,62
20/07/2020,16,1.5,3,68,27.2,62
20/07/2020,17,2.8,4,17,26.7,63
20/07/2020,18,3.6,6,15,26,64
20/07/2020,19,4.4,5,15,24.6,58
20/07/2020,20,9.5,8,15,23.7,43
20/07/2020,21,7.7,5,18,23,43
20/07/2020,22,1.3,2,21,22.3,44
20/07/2020,23,1,2,20,22.1,42
20/07/2020,24,1.6,2,18,21.5,35
21/07/2020,1,1.4,2,17,21.7,43
21/07/2020,2,1,2,21,21.5,42
21/07/2020,3,2.6,3,19,21,39
21/07/2020,4,1.6,2,15,20.7,41
21/07/2020,5,2.6,3,17,20.4,36
21/07/2020,6,43.8,19,29,21.5,29
21/07/2020,7,7.3,8,27,23.8,42
21/07/2020,8,3.8,7,16,25.8,60
21/07/2020,9,2.8,8,14,27.7,72
21/07/2020,10,3.2,9,12,28.7,78
21/07/2020,11,2.6,9,11,29.2,87
21/07/2020,12,1.6,6,8,29.2,91
21/07/2020,13,1.6,4,10,29.3,90
21/07/2020,14,1,6,10,30.4,89
21/07/2020,15,1.3,5,3,30.1,89
21/07/2020,16,1,4,8,29.7,89
21/07/2020,17,1.3,4,13,29.2,88
21/07/2020,18,1,3,15,28.2,86
21/07/2020,19,1,2,22,26.9,81
21/07/2020,20,1.5,7,24,25.2,70
21/07/2020,21,1,12,15,23.7,69
21/07/2020,22,1.5,16,3,23.1,66
21/07/2020,23,1.5,11,10,22.7,71
21/07/2020,24,1,8,9,21.6,64
22/07/2020,1,1,12,11,21,57
22/07/2020,2,1.6,17,15,20.8,53
22/07/2020,3,1.9,23,13,21.1,54
22/07/2020,4,1,5,10,21,80
22/07/2020,5,1.6,4,3,20.8,85
22/07/2020,6,3.3,7,8,22.8,77
22/07/2020,7,4.6,11,30,25.1,76
22/07/2020,8,5.9,14,28,27.3,77
22/07/2020,9,3.3,10,14,28.6,83
22/07/2020,10,3.3,9,19,30,91
22/07/2020,11,3.6,13,17,30.1,89
22/07/2020,12,2.1,8,8,29.8,96
22/07/2020,13,1,5,11,28.7,94
22/07/2020,14,1,2,10,28.3,92
22/07/2020,15,1.4,2,12,28.3,91
22/07/2020,16,2,5,18,28.7,87
22/07/2020,17,1.3,4,16,28.4,87
22/07/2020,18,1.4,3,21,26.4,85
22/07/2020,19,1.3,4,27,26.9,84
22/07/2020,20,1,5,17,24.5,82
22/07/2020,21,1,2,19,24.5,81
22/07/2020,22,1,3,33,24.4,68
22/07/2020,23,1,3,22,23.8,74
22/07/2020,24,1,2,16,23.9,86
23/07/2020,1,1,2,10,23.3,79
23/07/2020,2,1,2,12,23.1,71
23/07/2020,3,2.7,3,18,21.9,54
23/07/2020,4,1.7,2,20,21.3,48
23/07/2020,5,4.3,7,18,21.5,43
23/07/2020,6,9.9,19,33,22.5,29
23/07/2020,7,5.3,22,26,25.5,53
23/07/2020,8,2.8,10,19,25.6,68
23/07/2020,9,2.2,6,19,25.9,74
23/07/2020,10,2.3,7,20,26.8,78
23/07/2020,11,1.3,3,18,27.8,81
23/07/2020,12,2.2,3,15,28.5,79
23/07/2020,13,2,5,16,28.9,85
23/07/2020,14,1,2,15,29.3,88
23/07/2020,15,1.4,3,11,29.5,87
23/07/2020,16,1.9,3,14,29.2,85
23/07/2020,17,1.4,3,19,28.7,87
23/07/2020,18,1.6,2,22,28.2,83
23/07/2020,19,1,2,31,26.2,80
23/07/2020,20,1.3,2,30,25.4,74
23/07/2020,21,1,2,32,24.8,59
23/07/2020,22,1.4,3,17,23.6,37
23/07/2020,23,1.6,2,16,22.9,32
23/07/2020,24,1,2,18,22.3,21
24/07/2020,1,1,2,18,21.6,15
24/07/2020,2,1,2,16,21.3,14
24/07/2020,3,4.6,3,16,21.5,18
24/07/2020,4,1,2,15,21,12
24/07/2020,5,4.6,4,15,21.4,18
24/07/2020,6,12.3,8,30,22.6,25
24/07/2020,7,6.2,8,19,25.3,53
24/07/2020,8,3.3,6,18,26.3,71
24/07/2020,9,2.3,4,20,26.6,78
24/07/2020,10,3.8,8,29,27.5,87
24/07/2020,11,4.5,8,30,28.1,90
24/07/2020,12,4.6,10,25,28.6,92
24/07/2020,13,2,9,24,28.3,101
24/07/2020,14,1.6,5,26,28.1,105
24/07/2020,15,2.2,7,23,27.8,103
24/07/2020,16,2.9,10,34,27.6,101
24/07/2020,17,1.6,6,30,27.2,106
24/07/2020,18,2,4,29,26.1,118
24/07/2020,19,1.3,3,23,25.2,121
24/07/2020,20,1.6,3,37,24.3,111
24/07/2020,21,1.5,2,35,23.6,98
24/07/2020,22,1.3,2,31,23.2,88
24/07/2020,23,2.4,4,35,22.7,64
24/07/2020,24,1.4,4,26,22.2,51
25/07/2020,1,1,2,34,21.8,43
25/07/2020,2,1,2,34,21.7,49
25/07/2020,3,3,3,24,21.7,48
25/07/2020,4,2.2,4,30,21.4,49
25/07/2020,5,1.9,3,31,21.1,48
25/07/2020,6,2.5,3,37,21.8,64
25/07/2020,7,1.9,4,31,24.8,86
25/07/2020,8,2.2,4,19,26.1,89
25/07/2020,9,1.9,3,18,27.1,91
25/07/2020,10,1.3,2,26,27.4,90
25/07/2020,11,2,3,26,27.8,92
25/07/2020,12,1.6,3,14,28.2,94
25/07/2020,13,1.6,2,18,28.8,99
25/07/2020,14,1,2,17,28.8,104
25/07/2020,15,1,2,16,28.7,103
25/07/2020,16,1.3,3,18,28.4,110
25/07/2020,17,1,2,16,28,112
25/07/2020,18,1,2,15,27.2,113
25/07/2020,19,1,3,18,26,110
25/07/2020,20,1,2,21,24.8,97
25/07/2020,21,1,2,18,24.2,88
25/07/2020,22,1,2,26,23.7,83
25/07/2020,23,1,2,23,23.4,82
25/07/2020,24,1.7,3,24,23.2,76
26/07/2020,1,1.3,2,25,22.8,70
26/07/2020,2,1,2,24,22.8,69
26/07/2020,3,2.2,2,24,22.5,62
26/07/2020,4,1,2,22,22.2,52
26/07/2020,5,1.3,2,19,22.2,53
26/07/2020,6,1.3,2,22,23.5,49
26/07/2020,7,1,2,24,25.3,80
26/07/2020,8,1,2,23,27.3,83
26/07/2020,9,1.6,3,18,28.1,88
26/07/2020,10,1.3,2,17,28.6,89
26/07/2020,11,1,2,21,29.7,92
26/07/2020,12,1,2,20,29.9,102
26/07/2020,13,1.3,3,15,29.8,109
26/07/2020,14,1.3,4,15,29.4,102
26/07/2020,15,1.3,3,18,29.2,99
26/07/2020,16,1,3,21,28.5,95
26/07/2020,17,1,2,20,28.8,99
26/07/2020,18,1,2,19,27.8,105
26/07/2020,19,1,2,18,26.7,108
26/07/2020,20,1,3,18,25.7,97
26/07/2020,21,1,10,18,25,81
26/07/2020,22,1,10,18,24.4,85
26/07/2020,23,1,5,20,23.8,86
26/07/2020,24,1,5,16,22.8,64
27/07/2020,1,1,3,30,22,62
27/07/2020,2,1.3,2,19,21.9,69
27/07/2020,3,2,3,21,21.5,64
27/07/2020,4,1.8,2,16,21,56
27/07/2020,5,4.4,7,8,20.7,69
27/07/2020,6,9.5,13,29,22.3,58
27/07/2020,7,6.1,27,46,26.2,68
27/07/2020,8,5,22,19,28,87
27/07/2020,9,3,12,20,29.3,92
27/07/2020,10,6.3,16,19,29.2,90
27/07/2020,11,2.3,8,17,29.1,104
27/07/2020,12,2,8,17,29.5,98
27/07/2020,13,1,4,16,30.1,92
27/07/2020,14,1,3,18,30.5,91
27/07/2020,15,1,2,17,29.9,94
27/07/2020,16,1,2,14,29.7,93
27/07/2020,17,1.3,2,17,29.1,89
27/07/2020,18,1.6,4,15,28.1,89
27/07/2020,19,1,2,17,26.8,91
27/07/2020,20,1,2,29,25.5,86
27/07/2020,21,1.7,3,30,25,82
27/07/2020,22,1,2,22,24.6,77
27/07/2020,23,1,2,28,24.1,73
27/07/2020,24,1,2,33,24,71
28/07/2020,1,1,2,29,23.6,62
28/07/2020,2,1.3,2,20,23.2,53
28/07/2020,3,3.3,4,18,22.8,40
28/07/2020,4,2.4,3,18,21.9,35
28/07/2020,5,4.3,6,20,21.9,34
28/07/2020,6,6.4,7,29,23,41
28/07/2020,7,4.6,7,31,25.4,61
28/07/2020,8,5.9,5,23,28,64
28/07/2020,9,3,7,24,30.5,76
28/07/2020,10,2.8,7,26,31.5,75
28/07/2020,11,4.8,13,24,31.4,71
28/07/2020,12,2.3,10,22,32.1,79
28/07/2020,13,2,7,18,32.9,83
28/07/2020,14,1.6,4,26,32.3,83
28/07/2020,15,1.3,4,27,30.8,78
28/07/2020,16,1.6,8,17,30.2,75
28/07/2020,17,1.3,3,17,31.2,81
28/07/2020,18,1.8,5,27,30,73
28/07/2020,19,1,2,37,27.6,73
28/07/2020,20,1.8,2,38,26.7,68
28/07/2020,21,2.8,3,31,25.6,53
28/07/2020,22,1,5,31,24.8,37
28/07/2020,23,1,5,21,24,38
28/07/2020,24,1,2,29,23.5,46
29/07/2020,1,1,2,22,23.8,48
29/07/2020,2,1,2,27,23.9,49
29/07/2020,3,1.3,2,17,23.9,55
29/07/2020,4,1,2,14,23.6,58
29/07/2020,5,1.4,2,13,23.6,55
29/07/2020,6,4,4,19,23.9,53
29/07/2020,7,5.7,7,40,24.4,54
29/07/2020,8,,,9,25.3,
29/07/2020,9,,,15,26.4,
29/07/2020,10,1.7,9,20,26.3,64
29/07/2020,11,1,8,20,25.9,66
29/07/2020,12,1,7,19,27.2,66
29/07/2020,13,1,7,16,29.7,68
29/07/2020,14,1,7,18,31.2,73
29/07/2020,15,1,10,23,31.1,76
29/07/2020,16,1,10,26,31.6,77
29/07/2020,17,1,9,18,29.3,78
29/07/2020,18,1,8,20,28.6,78
29/07/2020,19,1,8,20,28.2,75
29/07/2020,20,1,9,46,26.2,59
29/07/2020,21,1,6,31,25,61
29/07/2020,22,1,9,7,24.8,57
29/07/2020,23,1,7,31,23.7,45
29/07/2020,24,1,7,26,23.5,51
30/07/2020,1,1,6,29,22.9,46
30/07/2020,2,1,5,18,22.8,44
30/07/2020,3,1,8,18,22.8,38
30/07/2020,4,1.9,8,17,21.7,28
30/07/2020,5,4.5,18,14,23.6,44
30/07/2020,6,7.3,21,37,24.2,37
30/07/2020,7,15.7,24,26,27.7,42
30/07/2020,8,4.2,21,13,30.1,61
30/07/2020,9,2.4,17,18,32.1,75
30/07/2020,10,2.5,17,21,33.8,85
30/07/2020,11,2,15,15,34.9,90
30/07/2020,12,1,13,17,35.5,93
30/07/2020,13,1,10,16,35.1,88
30/07/2020,14,1,10,11,33.5,84
30/07/2020,15,1,10,15,32,95
30/07/2020,16,1,9,18,32.1,98
30/07/2020,17,1,8,26,30.9,96
30/07/2020,18,1,7,17,30.1,100
30/07/2020,19,1,7,17,28.9,99
30/07/2020,20,1,7,36,27.4,91
30/07/2020,21,1,6,29,26.4,81
30/07/2020,22,1,5,19,25.6,73
30/07/2020,23,1,5,33,25.3,70
30/07/2020,24,1,5,33,25.2,64
31/07/2020,1,1,5,23,23.6,42
31/07/2020,2,1,5,24,22.7,41
31/07/2020,3,2.2,5,26,22.2,38
31/07/2020,4,1,5,24,21.9,46
31/07/2020,5,1,7,22,21.7,47
31/07/2020,6,4.4,13,31,22.9,42
31/07/2020,7,3,10,33,26.3,52
31/07/2020,8,2.4,12,16,29.4,61
31/07/2020,9,1,11,19,31.5,72
31/07/2020,10,1,12,28,29.9,72
31/07/2020,11,1,10,29,29.6,76
31/07/2020,12,1,9,24,31,81
31/07/2020,13,1,8,28,32.1,83
31/07/2020,14,1,9,22,31.2,83
31/07/2020,15,1,9,27,31.5,81
31/07/2020,16,1,8,27,32.1,80
31/07/2020,17,1,7,32,31,84
31/07/2020,18,1,8,21,29.1,88
